o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3001378,108641,F,327184.55,1994-09-26,3-MEDIUM,Clerk#000000458,0
3001379,121489,O,158740.13,1997-02-23,5-LOW,Clerk#000000341,0
3001380,50029,F,169595.56,1992-11-12,1-URGENT,Clerk#000000553,0
3001381,74830,O,320840.18,1996-01-25,4-NOT SPECIFIED,Clerk#000000816,0
3001382,56800,F,97857.45,1995-02-19,4-NOT SPECIFIED,Clerk#000000739,0
3001383,14920,F,71100.49,1993-01-29,4-NOT SPECIFIED,Clerk#000000733,0
3001408,109897,O,86677.96,1997-12-26,2-HIGH,Clerk#000000268,0
3001409,78040,F,8245.20,1992-10-25,1-URGENT,Clerk#000000404,0
3001410,2368,O,58722.12,1997-06-04,4-NOT SPECIFIED,Clerk#000000230,0
3001411,18037,O,217498.49,1997-03-14,4-NOT SPECIFIED,Clerk#000000268,0
3001412,127862,O,256109.14,1995-10-03,2-HIGH,Clerk#000000473,0
3001413,68626,F,321023.25,1994-07-15,1-URGENT,Clerk#000000764,0
3001414,38609,F,54352.82,1994-04-09,4-NOT SPECIFIED,Clerk#000000882,0
3001415,143618,F,220539.19,1994-05-25,5-LOW,Clerk#000000165,0
3001440,125032,F,141520.24,1993-04-13,3-MEDIUM,Clerk#000000870,0
3001441,41485,F,34679.65,1992-08-12,4-NOT SPECIFIED,Clerk#000000402,0
3001442,5504,F,200510.68,1993-04-04,2-HIGH,Clerk#000000370,0
3001443,91456,F,59721.56,1994-01-13,4-NOT SPECIFIED,Clerk#000000083,0
3001444,49096,F,99894.94,1994-02-06,5-LOW,Clerk#000000397,0
3001445,135151,F,268551.02,1994-12-15,1-URGENT,Clerk#000000150,0
3001446,2422,O,228125.80,1998-03-11,1-URGENT,Clerk#000000328,0
3001447,50069,F,287189.02,1995-02-25,4-NOT SPECIFIED,Clerk#000000524,0
3001472,148630,O,26645.28,1996-09-17,2-HIGH,Clerk#000000068,0
3001473,61940,F,128498.06,1993-03-19,4-NOT SPECIFIED,Clerk#000000249,0
3001474,9508,O,79582.84,1996-10-18,3-MEDIUM,Clerk#000000954,0
3001475,27962,O,5971.88,1998-05-28,1-URGENT,Clerk#000000301,0
3001476,832,O,64873.08,1996-01-27,5-LOW,Clerk#000000860,0
3001477,26023,F,274034.67,1994-02-15,2-HIGH,Clerk#000000406,0
3001478,106055,O,115422.00,1998-05-28,4-NOT SPECIFIED,Clerk#000000789,0
3001479,1307,F,151164.97,1993-04-28,5-LOW,Clerk#000000532,0
3001504,57707,F,162442.89,1994-12-23,5-LOW,Clerk#000000418,0
3001505,118180,O,28993.04,1997-03-24,1-URGENT,Clerk#000000291,0
3001506,98902,O,237228.19,1996-01-05,1-URGENT,Clerk#000000145,0
3001507,74431,F,228831.60,1992-05-22,4-NOT SPECIFIED,Clerk#000000903,0
3001508,98057,F,195178.37,1992-08-27,5-LOW,Clerk#000000406,0
3001509,141230,O,20149.69,1997-02-19,4-NOT SPECIFIED,Clerk#000000095,0
3001510,43406,F,150377.97,1992-02-01,5-LOW,Clerk#000000699,0
3001511,69175,P,288051.28,1995-04-09,2-HIGH,Clerk#000000044,0
3001536,118205,O,270460.72,1995-11-21,2-HIGH,Clerk#000000081,0
3001537,66602,F,54184.93,1992-04-14,3-MEDIUM,Clerk#000000531,0
3001538,64568,O,170412.15,1996-12-30,5-LOW,Clerk#000000275,0
3001539,84148,O,136639.40,1996-10-29,1-URGENT,Clerk#000000461,0
3001540,61556,O,138861.31,1996-08-08,3-MEDIUM,Clerk#000000144,0
3001541,10357,F,145365.45,1994-03-14,5-LOW,Clerk#000000159,0
3001542,68014,F,63277.90,1994-01-31,4-NOT SPECIFIED,Clerk#000000010,0
3001543,81713,O,74755.10,1997-08-01,5-LOW,Clerk#000000132,0
3001568,87520,F,115542.11,1995-03-04,1-URGENT,Clerk#000000338,0
3001569,25114,O,178003.41,1997-06-16,5-LOW,Clerk#000000679,0
3001570,135229,O,73997.15,1995-10-28,2-HIGH,Clerk#000000602,0
3001571,112583,F,195495.33,1992-07-01,1-URGENT,Clerk#000000435,0
3001572,79609,F,110153.26,1993-01-20,3-MEDIUM,Clerk#000000233,0
3001573,136405,F,22185.52,1994-11-15,2-HIGH,Clerk#000000707,0
3001574,76366,F,41187.15,1994-09-25,3-MEDIUM,Clerk#000000386,0
3001575,83098,F,233582.84,1994-01-17,5-LOW,Clerk#000000137,0
3001600,101164,O,276707.67,1995-08-02,5-LOW,Clerk#000000313,0
3001601,131890,O,21742.83,1997-03-25,1-URGENT,Clerk#000000260,0
3001602,121711,O,268006.29,1998-07-07,4-NOT SPECIFIED,Clerk#000000521,0
3001603,17965,O,30553.00,1995-12-23,5-LOW,Clerk#000000117,0
3001604,116779,O,293106.40,1995-08-18,5-LOW,Clerk#000000744,0
3001605,78562,O,248999.61,1997-06-01,1-URGENT,Clerk#000000357,0
3001606,60851,O,83008.53,1997-04-19,5-LOW,Clerk#000000144,0
3001607,14671,F,149285.83,1994-06-27,4-NOT SPECIFIED,Clerk#000000630,0
3001632,115007,O,251796.41,1995-08-05,5-LOW,Clerk#000000737,0
3001633,10207,O,149611.31,1995-07-12,2-HIGH,Clerk#000000878,0
3001634,81061,O,292263.85,1997-07-15,4-NOT SPECIFIED,Clerk#000000510,0
3001635,65767,F,233595.74,1994-08-10,3-MEDIUM,Clerk#000000673,0
3001636,122107,F,43724.05,1992-03-23,2-HIGH,Clerk#000000743,0
3001637,70927,F,153477.01,1995-02-13,5-LOW,Clerk#000000774,0
3001638,137768,F,182442.81,1992-08-31,3-MEDIUM,Clerk#000000155,0
3001639,57019,O,189638.51,1996-09-14,3-MEDIUM,Clerk#000000408,0
3001664,105563,O,133905.71,1996-03-29,3-MEDIUM,Clerk#000000345,0
3001665,133540,F,162758.22,1993-03-22,2-HIGH,Clerk#000000784,0
3001666,89581,F,14576.66,1993-11-02,5-LOW,Clerk#000000158,0
3001667,24760,F,226355.47,1993-10-20,2-HIGH,Clerk#000000711,0
3001668,26986,F,196897.06,1992-11-04,2-HIGH,Clerk#000000742,0
3001669,77512,O,29643.57,1997-11-16,3-MEDIUM,Clerk#000000382,0
3001670,115423,F,105613.64,1994-11-02,3-MEDIUM,Clerk#000000669,0
3001671,112762,F,180538.51,1994-10-02,1-URGENT,Clerk#000000744,0
3001696,87202,F,295667.47,1993-09-04,3-MEDIUM,Clerk#000000692,0
3001697,77240,F,267477.73,1994-09-20,2-HIGH,Clerk#000000859,0
3001698,67831,F,88830.95,1992-11-21,2-HIGH,Clerk#000000939,0
3001699,12970,O,112980.64,1998-05-25,2-HIGH,Clerk#000000546,0
3001700,6445,O,149759.09,1995-12-10,1-URGENT,Clerk#000000649,0
3001701,148126,O,284300.85,1996-10-04,3-MEDIUM,Clerk#000000808,0
3001702,123754,O,198463.86,1997-08-13,2-HIGH,Clerk#000000192,0
3001703,577,F,245179.38,1993-11-03,2-HIGH,Clerk#000000124,0
3001728,92929,O,69344.13,1996-06-10,5-LOW,Clerk#000000674,0
3001729,44195,O,289826.53,1995-06-10,3-MEDIUM,Clerk#000000028,0
3001730,132460,P,212052.34,1995-05-10,5-LOW,Clerk#000000512,0
3001731,72586,F,104139.97,1994-04-01,3-MEDIUM,Clerk#000000207,0
3001732,122383,F,121192.21,1994-10-27,5-LOW,Clerk#000000364,0
3001733,59275,O,101421.35,1997-05-25,4-NOT SPECIFIED,Clerk#000000963,0
3001734,76060,O,41347.13,1996-07-03,5-LOW,Clerk#000000239,0
3001735,38213,O,66690.41,1997-01-16,3-MEDIUM,Clerk#000000609,0
3001760,83338,O,161896.22,1997-06-06,3-MEDIUM,Clerk#000000545,0
3001761,103057,O,263059.13,1995-11-16,2-HIGH,Clerk#000000299,0
3001762,146489,O,136898.37,1996-02-17,4-NOT SPECIFIED,Clerk#000000408,0
3001763,77054,O,251476.09,1996-12-10,4-NOT SPECIFIED,Clerk#000000604,0
3001764,81944,F,85674.57,1994-04-21,1-URGENT,Clerk#000000549,0
3001765,75787,F,170415.44,1994-12-06,4-NOT SPECIFIED,Clerk#000000078,0
3001766,79177,O,118095.70,1998-06-22,5-LOW,Clerk#000000858,0
3001767,50101,F,55765.86,1993-04-26,2-HIGH,Clerk#000000541,0
3001792,78256,F,246185.85,1992-04-18,4-NOT SPECIFIED,Clerk#000000673,0
3001793,23986,F,133341.84,1992-12-05,2-HIGH,Clerk#000000162,0
3001794,57310,O,199985.55,1998-07-23,1-URGENT,Clerk#000000878,0
3001795,53825,F,143228.47,1994-06-26,5-LOW,Clerk#000000164,0
3001796,122045,F,102677.96,1993-05-03,5-LOW,Clerk#000000814,0
3001797,110185,O,132080.36,1995-10-08,5-LOW,Clerk#000000194,0
3001798,104620,F,50810.83,1995-01-14,4-NOT SPECIFIED,Clerk#000000922,0
3001799,16540,O,132495.30,1995-11-30,1-URGENT,Clerk#000000501,0
3001824,36154,F,195117.59,1992-01-22,1-URGENT,Clerk#000000051,0
3001825,112366,F,70828.57,1993-11-01,5-LOW,Clerk#000000814,0
3001826,13139,F,209394.08,1992-10-26,2-HIGH,Clerk#000000056,0
3001827,17221,O,215578.68,1997-12-30,3-MEDIUM,Clerk#000000559,0
3001828,51863,O,81594.17,1997-06-24,4-NOT SPECIFIED,Clerk#000000708,0
3001829,1636,O,242813.14,1998-01-19,3-MEDIUM,Clerk#000000896,0
3001830,43828,O,223514.02,1998-02-18,5-LOW,Clerk#000000238,0
3001831,87688,O,64690.73,1998-04-04,3-MEDIUM,Clerk#000000325,0
3001856,22210,F,121960.66,1994-10-22,1-URGENT,Clerk#000000745,0
3001857,67489,O,128817.94,1995-08-05,5-LOW,Clerk#000000921,0
3001858,130144,F,232558.05,1992-04-19,1-URGENT,Clerk#000000196,0
3001859,25361,O,274080.37,1997-10-05,1-URGENT,Clerk#000000285,0
3001860,80671,O,137130.41,1998-02-13,1-URGENT,Clerk#000000184,0
3001861,124672,F,205645.92,1992-02-20,4-NOT SPECIFIED,Clerk#000000838,0
3001862,136490,O,169540.15,1997-09-29,1-URGENT,Clerk#000000215,0
3001863,37141,O,225554.74,1998-06-27,5-LOW,Clerk#000000135,0
3001888,58717,O,49206.46,1997-01-07,3-MEDIUM,Clerk#000000721,0
3001889,146659,O,287970.76,1996-07-04,1-URGENT,Clerk#000000344,0
3001890,74119,P,123636.05,1995-04-18,3-MEDIUM,Clerk#000000424,0
3001891,101209,F,22909.25,1994-04-05,3-MEDIUM,Clerk#000000525,0
3001892,146486,O,55349.51,1998-06-03,5-LOW,Clerk#000000601,0
3001893,36193,F,164113.37,1992-09-08,5-LOW,Clerk#000000365,0
3001894,16576,O,6585.76,1995-12-15,5-LOW,Clerk#000000807,0
3001895,22619,P,138775.03,1995-04-04,5-LOW,Clerk#000000639,0
3001920,43906,F,117761.11,1994-02-27,1-URGENT,Clerk#000000855,0
3001921,45715,F,198898.07,1992-01-27,5-LOW,Clerk#000000246,0
3001922,31396,F,177437.15,1992-12-09,1-URGENT,Clerk#000000495,0
3001923,101692,F,259511.11,1992-11-28,3-MEDIUM,Clerk#000000954,0
3001924,20680,F,195817.37,1992-01-01,1-URGENT,Clerk#000000256,0
3001925,13325,O,240638.54,1996-05-22,4-NOT SPECIFIED,Clerk#000000776,0
3001926,143701,F,54179.17,1992-02-16,1-URGENT,Clerk#000000766,0
3001927,26662,F,117677.26,1994-06-06,1-URGENT,Clerk#000000595,0
3001952,55769,O,249762.59,1996-03-22,2-HIGH,Clerk#000000012,0
3001953,104920,O,108852.52,1996-05-20,1-URGENT,Clerk#000000722,0
3001954,133435,O,6622.37,1996-04-22,3-MEDIUM,Clerk#000000103,0
3001955,136496,O,213551.52,1996-04-15,1-URGENT,Clerk#000000261,0
3001956,121945,O,285889.83,1996-03-31,1-URGENT,Clerk#000000453,0
3001957,62728,F,175185.35,1994-05-10,3-MEDIUM,Clerk#000000787,0
3001958,59248,F,138343.80,1994-04-06,3-MEDIUM,Clerk#000000191,0
3001959,69353,F,144840.68,1994-12-26,5-LOW,Clerk#000000386,0
3001984,107164,F,79308.36,1994-07-15,3-MEDIUM,Clerk#000000319,0
3001985,22543,F,213362.77,1992-09-28,4-NOT SPECIFIED,Clerk#000000483,0
3001986,97540,O,140854.26,1995-09-05,4-NOT SPECIFIED,Clerk#000000339,0
3001987,140989,O,254818.85,1996-06-10,3-MEDIUM,Clerk#000000423,0
3001988,24683,F,329343.90,1993-01-06,3-MEDIUM,Clerk#000000202,0
3001989,95717,O,81995.49,1996-09-19,3-MEDIUM,Clerk#000000953,0
3001990,109177,F,26001.61,1994-02-15,3-MEDIUM,Clerk#000000048,0
3001991,121378,O,52131.05,1997-07-01,4-NOT SPECIFIED,Clerk#000000844,0
3002016,142892,F,18320.86,1993-11-16,5-LOW,Clerk#000000084,0
3002017,83698,O,30936.36,1998-05-24,2-HIGH,Clerk#000000412,0
3002018,7564,O,49593.43,1996-07-01,1-URGENT,Clerk#000000680,0
3002019,66086,O,303418.45,1997-11-19,2-HIGH,Clerk#000000200,0
3002020,100043,O,1542.45,1996-11-07,4-NOT SPECIFIED,Clerk#000000694,0
3002021,71006,O,180341.12,1997-04-17,5-LOW,Clerk#000000952,0
3002022,131887,F,115523.07,1995-01-10,4-NOT SPECIFIED,Clerk#000000466,0
3002023,65869,O,83691.49,1997-03-05,5-LOW,Clerk#000000350,0
3002048,39269,O,53916.31,1997-06-10,3-MEDIUM,Clerk#000000204,0
3002049,135025,O,63288.37,1996-05-26,2-HIGH,Clerk#000000751,0
3002050,136937,O,152428.95,1997-08-05,5-LOW,Clerk#000000108,0
3002051,39974,F,250790.80,1993-04-11,3-MEDIUM,Clerk#000000730,0
3002052,129928,F,80976.92,1992-05-06,2-HIGH,Clerk#000000340,0
3002053,149318,O,195604.73,1996-10-04,5-LOW,Clerk#000000603,0
3002054,76508,F,336411.42,1994-02-09,2-HIGH,Clerk#000000901,0
3002055,67240,F,313920.92,1993-11-17,5-LOW,Clerk#000000220,0
3002080,135220,F,118670.48,1993-08-05,1-URGENT,Clerk#000000227,0
3002081,115609,F,28230.39,1993-01-31,5-LOW,Clerk#000000364,0
3002082,59140,F,295223.62,1993-05-16,5-LOW,Clerk#000000190,0
3002083,58475,O,49653.64,1996-03-10,2-HIGH,Clerk#000000615,0
3002084,133282,O,87786.52,1997-07-26,1-URGENT,Clerk#000000243,0
3002085,104125,O,152192.05,1998-05-22,2-HIGH,Clerk#000000353,0
3002086,96175,F,140894.40,1994-01-31,1-URGENT,Clerk#000000089,0
3002087,5168,O,184897.39,1997-08-12,3-MEDIUM,Clerk#000000294,0
3002112,147817,F,7284.61,1993-09-02,1-URGENT,Clerk#000000978,0
3002113,37147,F,292866.70,1993-02-21,2-HIGH,Clerk#000000272,0
3002114,4804,O,188096.87,1997-12-24,4-NOT SPECIFIED,Clerk#000000953,0
3002115,32122,F,84128.72,1992-07-22,2-HIGH,Clerk#000000079,0
3002116,5122,F,230594.73,1994-09-29,3-MEDIUM,Clerk#000000561,0
3002117,109405,O,107438.68,1996-02-06,4-NOT SPECIFIED,Clerk#000000781,0
3002118,66329,O,139976.07,1996-06-04,4-NOT SPECIFIED,Clerk#000000067,0
3002119,124759,F,127856.68,1992-02-14,2-HIGH,Clerk#000000964,0
3002144,99794,F,39278.75,1994-08-08,4-NOT SPECIFIED,Clerk#000000312,0
3002145,82351,P,56756.28,1995-04-18,2-HIGH,Clerk#000000121,0
3002146,3634,O,17822.63,1998-01-26,3-MEDIUM,Clerk#000000936,0
3002147,147541,F,67476.09,1993-10-08,4-NOT SPECIFIED,Clerk#000000643,0
3002148,70627,O,127732.36,1998-08-02,3-MEDIUM,Clerk#000000844,0
3002149,58288,O,119771.07,1998-07-18,5-LOW,Clerk#000000942,0
3002150,123073,O,228690.38,1995-06-11,2-HIGH,Clerk#000000231,0
3002151,117226,F,123831.34,1994-06-09,1-URGENT,Clerk#000000817,0
3002176,110906,O,244570.65,1996-12-20,2-HIGH,Clerk#000000543,0
3002177,91331,F,207372.26,1994-09-10,2-HIGH,Clerk#000000085,0
3002178,41660,F,299087.27,1992-09-12,4-NOT SPECIFIED,Clerk#000000018,0
3002179,118247,F,201205.61,1992-01-27,4-NOT SPECIFIED,Clerk#000000728,0
3002180,11575,O,151597.92,1995-10-23,4-NOT SPECIFIED,Clerk#000000735,0
3002181,132040,O,207611.25,1996-11-09,1-URGENT,Clerk#000000492,0
3002182,93373,O,113500.09,1997-06-30,5-LOW,Clerk#000000429,0
3002183,11689,F,46997.43,1993-01-13,1-URGENT,Clerk#000000925,0
3002208,81634,F,158262.83,1994-06-10,5-LOW,Clerk#000000373,0
3002209,113852,O,248710.74,1995-07-13,2-HIGH,Clerk#000000486,0
3002210,94237,O,326762.31,1995-07-13,1-URGENT,Clerk#000000338,0
3002211,111569,O,165187.76,1997-04-18,3-MEDIUM,Clerk#000000372,0
3002212,132691,O,73468.79,1996-05-20,1-URGENT,Clerk#000000336,0
3002213,82960,O,99446.18,1995-08-27,3-MEDIUM,Clerk#000000072,0
3002214,44387,O,103532.30,1996-01-09,1-URGENT,Clerk#000000740,0
3002215,58063,F,289622.85,1994-05-15,1-URGENT,Clerk#000000920,0
3002240,86626,F,172861.30,1994-10-03,4-NOT SPECIFIED,Clerk#000000897,0
3002241,143482,O,359032.04,1996-05-20,5-LOW,Clerk#000000729,0
3002242,70154,O,19364.77,1995-11-14,1-URGENT,Clerk#000000844,0
3002243,72146,O,220899.37,1996-01-07,1-URGENT,Clerk#000000374,0
3002244,92489,F,300056.56,1992-01-08,4-NOT SPECIFIED,Clerk#000000017,0
3002245,12562,O,117384.77,1995-12-24,2-HIGH,Clerk#000000562,0
3002246,75166,F,328263.57,1994-04-27,1-URGENT,Clerk#000000565,0
3002247,137285,F,99766.21,1992-10-24,1-URGENT,Clerk#000000486,0
3002272,44732,O,272922.07,1998-01-08,1-URGENT,Clerk#000000180,0
3002273,6598,O,234554.36,1997-02-07,5-LOW,Clerk#000000614,0
3002274,22132,O,276932.24,1996-09-11,5-LOW,Clerk#000000975,0
3002275,98780,O,37341.79,1997-02-13,1-URGENT,Clerk#000000639,0
3002276,141608,O,122508.90,1996-05-20,4-NOT SPECIFIED,Clerk#000000526,0
3002277,103234,F,206025.88,1993-06-15,2-HIGH,Clerk#000000639,0
3002278,1502,O,144709.15,1996-08-11,5-LOW,Clerk#000000553,0
3002279,39343,O,255358.65,1996-02-26,5-LOW,Clerk#000000813,0
3002304,27016,F,68041.65,1993-08-05,4-NOT SPECIFIED,Clerk#000000043,0
3002305,126304,F,57597.83,1992-12-01,3-MEDIUM,Clerk#000000493,0
3002306,140929,F,162748.55,1992-05-07,2-HIGH,Clerk#000000447,0
3002307,91180,F,175421.72,1992-12-04,4-NOT SPECIFIED,Clerk#000000272,0
3002308,33802,O,86429.87,1998-03-08,4-NOT SPECIFIED,Clerk#000000499,0
3002309,38560,O,108039.40,1997-05-08,2-HIGH,Clerk#000000567,0
3002310,73225,O,113222.34,1995-12-24,2-HIGH,Clerk#000000476,0
3002311,81619,O,44201.77,1996-10-02,4-NOT SPECIFIED,Clerk#000000614,0
3002336,18070,O,155199.35,1995-08-13,2-HIGH,Clerk#000000066,0
3002337,72346,F,11886.37,1992-06-02,5-LOW,Clerk#000000022,0
3002338,142009,O,56410.26,1995-03-06,4-NOT SPECIFIED,Clerk#000000478,0
3002339,77557,O,319312.37,1997-03-04,4-NOT SPECIFIED,Clerk#000000409,0
3002340,120892,O,52180.75,1996-09-19,5-LOW,Clerk#000000097,0
3002341,51568,O,130286.42,1997-06-20,4-NOT SPECIFIED,Clerk#000000104,0
3002342,147764,F,134975.91,1992-12-01,3-MEDIUM,Clerk#000000354,0
3002343,63568,F,180232.11,1992-01-02,3-MEDIUM,Clerk#000000891,0
3002368,63469,F,159278.83,1993-06-15,3-MEDIUM,Clerk#000000595,0
3002369,53839,O,169219.08,1997-12-27,4-NOT SPECIFIED,Clerk#000000411,0
3002370,50329,O,58351.94,1997-09-09,5-LOW,Clerk#000000339,0
3002371,7004,F,56300.91,1993-08-26,4-NOT SPECIFIED,Clerk#000000042,0
3002372,102899,F,120529.72,1994-10-27,4-NOT SPECIFIED,Clerk#000000150,0
3002373,57049,F,127736.91,1992-07-03,4-NOT SPECIFIED,Clerk#000000214,0
3002374,4042,F,138465.13,1992-07-05,3-MEDIUM,Clerk#000000555,0
3002375,101497,F,99738.23,1993-08-27,5-LOW,Clerk#000000017,0
3002400,29323,F,352158.14,1993-03-18,2-HIGH,Clerk#000000729,0
3002401,64828,F,110800.10,1992-11-21,3-MEDIUM,Clerk#000000884,0
3002402,91147,O,61237.27,1998-04-12,1-URGENT,Clerk#000000277,0
3002403,97903,O,126109.88,1996-05-19,4-NOT SPECIFIED,Clerk#000000612,0
3002404,85825,F,311873.00,1992-06-22,4-NOT SPECIFIED,Clerk#000000222,0
3002405,32197,O,39995.38,1996-05-06,2-HIGH,Clerk#000000739,0
3002406,51811,F,237892.13,1995-01-09,4-NOT SPECIFIED,Clerk#000000825,0
3002407,30638,F,376956.47,1992-05-31,3-MEDIUM,Clerk#000000924,0
3002432,120500,F,78942.95,1994-09-27,4-NOT SPECIFIED,Clerk#000000849,0
3002433,82480,F,58674.61,1993-08-27,4-NOT SPECIFIED,Clerk#000000735,0
3002434,84365,F,54496.47,1992-04-03,1-URGENT,Clerk#000000558,0
3002435,118447,O,176300.09,1997-08-25,5-LOW,Clerk#000000944,0
3002436,57559,F,239643.16,1993-09-25,3-MEDIUM,Clerk#000000749,0
3002437,18262,F,131091.86,1994-01-30,4-NOT SPECIFIED,Clerk#000000642,0
3002438,6614,P,165938.61,1995-04-05,4-NOT SPECIFIED,Clerk#000000449,0
3002439,7841,O,209257.76,1995-07-06,2-HIGH,Clerk#000000460,0
3002464,80428,F,245989.55,1993-08-02,2-HIGH,Clerk#000000205,0
3002465,95062,O,201314.71,1995-08-26,1-URGENT,Clerk#000000588,0
3002466,30815,F,107522.81,1994-07-18,5-LOW,Clerk#000000897,0
3002467,105548,F,199349.79,1994-04-23,5-LOW,Clerk#000000390,0
3002468,35296,O,261574.05,1997-06-19,1-URGENT,Clerk#000000798,0
3002469,92479,O,126034.60,1998-01-01,4-NOT SPECIFIED,Clerk#000000205,0
3002470,129545,O,139085.95,1997-01-01,4-NOT SPECIFIED,Clerk#000000162,0
3002471,3451,F,82884.23,1993-01-02,3-MEDIUM,Clerk#000000895,0
3002496,83507,F,98489.95,1993-04-07,2-HIGH,Clerk#000000460,0
3002497,98992,F,194240.59,1992-09-07,2-HIGH,Clerk#000000032,0
3002498,104581,F,25897.83,1993-04-11,1-URGENT,Clerk#000000718,0
3002499,127247,O,163958.08,1997-07-06,1-URGENT,Clerk#000000850,0
3002500,74543,O,149503.50,1996-04-09,3-MEDIUM,Clerk#000000929,0
3002501,43864,F,118570.80,1993-09-29,3-MEDIUM,Clerk#000000578,0
3002502,110573,O,27851.27,1997-10-14,3-MEDIUM,Clerk#000000634,0
3002503,38539,F,69939.97,1993-06-20,5-LOW,Clerk#000000644,0
3002528,8311,F,44191.14,1993-09-20,2-HIGH,Clerk#000000476,0
3002529,30979,O,414722.25,1995-06-17,2-HIGH,Clerk#000000861,0
3002530,976,F,79137.95,1993-03-13,1-URGENT,Clerk#000000237,0
3002531,32497,O,117904.91,1996-05-27,2-HIGH,Clerk#000000726,0
3002532,6883,O,162687.53,1997-04-13,2-HIGH,Clerk#000000404,0
3002533,3691,F,145752.99,1993-02-04,5-LOW,Clerk#000000389,0
3002534,61558,F,273220.87,1994-07-08,5-LOW,Clerk#000000487,0
3002535,53450,F,86107.08,1993-04-05,5-LOW,Clerk#000000516,0
3002560,121651,F,112002.29,1992-08-20,2-HIGH,Clerk#000000793,0
3002561,82397,O,254335.45,1995-07-31,5-LOW,Clerk#000000927,0
3002562,38078,O,13446.35,1995-11-16,1-URGENT,Clerk#000000134,0
3002563,68162,P,86460.53,1995-03-12,4-NOT SPECIFIED,Clerk#000000328,0
3002564,35456,F,63939.55,1994-07-05,2-HIGH,Clerk#000000977,0
3002565,92593,O,50589.08,1997-08-25,3-MEDIUM,Clerk#000000960,0
3002566,92684,F,258188.11,1992-07-26,2-HIGH,Clerk#000000372,0
3002567,126379,F,56884.13,1993-04-23,3-MEDIUM,Clerk#000000018,0
3002592,42187,O,231445.08,1997-07-10,4-NOT SPECIFIED,Clerk#000000264,0
3002593,114712,F,87471.99,1992-01-19,2-HIGH,Clerk#000000684,0
3002594,133678,F,200118.00,1994-07-22,5-LOW,Clerk#000000814,0
3002595,18634,O,229641.92,1998-01-29,1-URGENT,Clerk#000000811,0
3002596,127480,O,171771.01,1996-04-30,5-LOW,Clerk#000000160,0
3002597,80401,F,306721.35,1993-03-25,3-MEDIUM,Clerk#000000208,0
3002598,72527,F,198791.13,1992-05-09,5-LOW,Clerk#000000227,0
3002599,60628,O,222391.50,1995-06-10,2-HIGH,Clerk#000000933,0
3002624,147449,F,265814.68,1993-02-08,1-URGENT,Clerk#000000688,0
3002625,20416,O,143517.25,1995-11-20,2-HIGH,Clerk#000000491,0
3002626,51709,O,162742.98,1997-11-08,3-MEDIUM,Clerk#000000273,0
3002627,108856,F,143800.63,1992-02-08,3-MEDIUM,Clerk#000000801,0
3002628,135953,F,25470.51,1992-12-27,5-LOW,Clerk#000000024,0
3002629,610,P,217213.80,1995-05-24,1-URGENT,Clerk#000000847,0
3002630,51967,F,155318.48,1993-12-10,2-HIGH,Clerk#000000842,0
3002631,108133,O,197543.31,1996-04-18,5-LOW,Clerk#000000156,0
3002656,133964,F,18537.48,1993-04-26,2-HIGH,Clerk#000000796,0
3002657,20305,F,217578.92,1992-02-08,1-URGENT,Clerk#000000825,0
3002658,16066,O,98576.13,1996-11-06,2-HIGH,Clerk#000000800,0
3002659,146798,O,186665.20,1997-04-28,4-NOT SPECIFIED,Clerk#000000688,0
3002660,30053,F,88849.71,1993-03-23,5-LOW,Clerk#000000196,0
3002661,46768,O,378315.90,1997-01-05,2-HIGH,Clerk#000000759,0
3002662,27502,O,90205.82,1997-03-13,3-MEDIUM,Clerk#000000225,0
3002663,56818,F,199536.51,1995-01-07,2-HIGH,Clerk#000000789,0
3002688,7409,O,289837.46,1995-10-05,4-NOT SPECIFIED,Clerk#000000122,0
3002689,16423,F,39858.59,1993-07-10,4-NOT SPECIFIED,Clerk#000000933,0
3002690,11263,F,92512.25,1993-10-09,3-MEDIUM,Clerk#000000208,0
3002691,116827,O,111282.78,1996-10-04,4-NOT SPECIFIED,Clerk#000000419,0
3002692,1786,O,231592.68,1996-09-29,3-MEDIUM,Clerk#000000767,0
3002693,14365,O,117692.43,1998-07-02,4-NOT SPECIFIED,Clerk#000000203,0
3002694,79432,O,193005.22,1996-07-15,4-NOT SPECIFIED,Clerk#000000508,0
3002695,6581,F,195495.05,1993-10-27,5-LOW,Clerk#000000623,0
3002720,44756,O,288771.40,1996-11-04,2-HIGH,Clerk#000000984,0
3002721,104878,O,80224.70,1996-11-28,5-LOW,Clerk#000000647,0
3002722,7825,F,168247.72,1995-01-05,1-URGENT,Clerk#000000317,0
3002723,88045,F,68196.91,1992-01-16,2-HIGH,Clerk#000000084,0
3002724,144565,F,81409.87,1992-05-21,4-NOT SPECIFIED,Clerk#000000096,0
3002725,134924,O,229713.81,1996-02-26,2-HIGH,Clerk#000000406,0
3002726,114067,F,26918.27,1994-02-22,4-NOT SPECIFIED,Clerk#000000064,0
3002727,113987,O,314736.74,1995-06-14,4-NOT SPECIFIED,Clerk#000000018,0
3002752,129080,O,138824.30,1995-09-29,1-URGENT,Clerk#000000026,0
3002753,146785,F,226720.81,1994-05-03,1-URGENT,Clerk#000000504,0
